"CN","type","plat","TP"
"C_3939","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3940","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3941","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3942","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3943","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3944","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3945","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3946","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3947","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3948","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3949","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3950","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3951","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3952","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3953","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3954","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3955","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3956","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3957","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3958","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3959","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3960","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3961","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3962","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3963","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3964","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3965","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3966","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3967","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3968","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3969","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3970","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3971","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3972","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3973","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3974","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3975","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3976","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3977","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3978","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3979","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3980","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3981","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3982","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3983","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3984","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3985","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3986","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3987","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3988","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3989","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3990","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3991","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3992","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3993","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3994","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3995","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3996","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3997","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3998","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_3999","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4000","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4001","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4002","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4003","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4004","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4005","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4006","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4007","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4008","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4009","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4010","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4011","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4012","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4013","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4014","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4015","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4016","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4017","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4018","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4019","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4020","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4021","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4022","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4023","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4024","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4025","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4026","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4027","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4028","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4029","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4030","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4031","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4032","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4033","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4034","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4035","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4036","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4037","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4038","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4039","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4040","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4041","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4042","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4043","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4044","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4045","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4046","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4047","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4048","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4049","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4050","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4051","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4052","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4053","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4054","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4055","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4056","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4057","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4058","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4059","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4060","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4061","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4062","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4063","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4064","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4065","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4066","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4067","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4068","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4069","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4070","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4071","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4072","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4073","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4074","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4075","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4076","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4077","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4078","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4079","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4080","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4081","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4082","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4083","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4084","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4085","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4086","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4087","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4088","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4089","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4090","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4091","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4092","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4093","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4094","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4095","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4096","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4097","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4098","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4099","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4100","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4101","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4102","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4103","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4104","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4105","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4106","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4107","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4108","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4109","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4110","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4111","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4112","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4113","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4114","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4115","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4116","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4117","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4118","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4119","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4120","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4121","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4122","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4123","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4124","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4125","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4126","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4127","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4128","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4129","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4130","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4131","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4132","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4133","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4134","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4135","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4136","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4137","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4138","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4139","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4140","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4141","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4142","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4143","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4144","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4145","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4146","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4147","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4148","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4149","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4150","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4151","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4152","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4153","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4154","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4155","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4156","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4157","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4158","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4159","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4160","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4161","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4162","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4163","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4164","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4165","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4166","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4167","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4168","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4169","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4170","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4171","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4172","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4173","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4174","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4175","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4176","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4177","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4178","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4179","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4180","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4181","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4182","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4183","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4184","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4185","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4186","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4187","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4188","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4189","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4190","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4191","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4192","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4193","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4194","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4195","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4196","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4197","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4198","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4199","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4200","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4201","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4202","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4203","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4204","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4205","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4206","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4207","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4208","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4209","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4210","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4211","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4212","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4213","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4214","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4215","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4216","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4217","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4218","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4219","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4220","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4221","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4222","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4223","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4224","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4225","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4226","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4227","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4228","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4229","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4230","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4231","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4232","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4233","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4234","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4235","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4236","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4237","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4238","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4239","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4240","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4241","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4242","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4243","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4244","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4245","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4246","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4247","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4248","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4249","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4250","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4251","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4252","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4253","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4254","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4255","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4256","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4257","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4258","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4259","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4260","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4261","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4262","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4263","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4264","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4265","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4266","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4267","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4268","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4269","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4270","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4271","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4272","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4273","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4274","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4275","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4276","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4277","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4278","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4279","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4280","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4281","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4282","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4283","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4284","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4285","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4286","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4287","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4288","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4289","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4290","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4291","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4292","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4293","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4294","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4295","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4296","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
