"CN","type","plat","TP"
"C_4297","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4298","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4299","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4300","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4301","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4302","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4303","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4304","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4305","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4306","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4307","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4308","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4309","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4310","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4311","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4312","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4313","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4314","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4315","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4316","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4317","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4318","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4319","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4320","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4321","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4322","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4323","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4324","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4325","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4326","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4327","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4328","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4329","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4330","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4331","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4332","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4333","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4334","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4335","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4336","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4337","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4338","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4339","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4340","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4341","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4342","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4343","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4344","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4345","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4346","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4347","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4348","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4349","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4350","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4351","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4352","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4353","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4354","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4355","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4356","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4357","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4358","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4359","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4360","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4361","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4362","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4363","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4364","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4365","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4366","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4367","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4368","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4369","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4370","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4371","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4372","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4373","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4374","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4375","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4376","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4377","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4378","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4379","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4380","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4381","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4382","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4383","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4384","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4385","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4386","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4387","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4388","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4389","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4390","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4391","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4392","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4393","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4394","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4395","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4396","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4397","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4398","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4399","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4400","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4401","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4402","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4403","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4404","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4405","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4406","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4407","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4408","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4409","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4410","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4411","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4412","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4413","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4414","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4415","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4416","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4417","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4418","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4419","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4420","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4421","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4422","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4423","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4424","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4425","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4426","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4427","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4428","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4429","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4430","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4431","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4432","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4433","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4434","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4435","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4436","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4437","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4438","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4439","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4440","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4441","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4442","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4443","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4444","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4445","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4446","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4447","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4448","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4449","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4450","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4451","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4452","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4453","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4454","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4455","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4456","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4457","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4458","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4459","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4460","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4461","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4462","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4463","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4464","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4465","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4466","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4467","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4468","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4469","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4470","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4471","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4472","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4473","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4474","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4475","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4476","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4477","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4478","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4479","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4480","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4481","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4482","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4483","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4484","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4485","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4486","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4487","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4488","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4489","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4490","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4491","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4492","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4493","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4494","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4495","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4496","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4497","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4498","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4499","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4500","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4501","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4502","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4503","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4504","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4505","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4506","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4507","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4508","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4509","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4510","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4511","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4512","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4513","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4514","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4515","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4516","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4517","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4518","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4519","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4520","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4521","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4522","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4523","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4524","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4525","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4526","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4527","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4528","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4529","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4530","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4531","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4532","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4533","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4534","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4535","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4536","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4537","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4538","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4539","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4540","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4541","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4542","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4543","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4544","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4545","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4546","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4547","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4548","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4549","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4550","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4551","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4552","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4553","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4554","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4555","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4556","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4557","Solid tumor","Agilent","Solid tumor_Agilent"
"C_4558","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4559","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4560","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4561","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4562","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4563","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4564","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4565","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4566","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4567","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4568","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4569","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4570","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4571","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4572","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4573","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4574","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4575","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4576","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4577","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4578","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4579","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4580","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4581","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4582","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4583","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4584","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4585","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4586","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4587","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4588","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4589","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4590","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4591","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4592","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4593","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4594","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4595","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4596","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4597","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4598","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4599","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4600","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4601","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4602","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4603","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4604","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4605","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4606","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4607","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4608","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4609","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4610","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4611","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4612","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4613","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4614","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4615","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4616","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4617","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4618","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4619","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4620","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4621","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4622","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4623","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4624","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4625","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4626","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4627","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4628","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4629","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4630","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4631","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4632","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4633","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4634","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4635","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4636","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4637","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4638","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4639","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4640","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4641","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4642","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4643","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4644","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4645","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4646","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4647","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4648","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4649","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4650","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4651","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4652","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4653","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4654","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
"C_4655","Solid tumor","Illumina_NGS","Solid tumor_Illumina_NGS"
